time	id	distance	x	y	start_direction	velocity	acceleration
0.000000	0	59.332832	1.750000	250.000000	-1.570000
0.000000	1	67.708600	63.859283	207.500000	3.140000
0.100000	0	57.125172	1.751194	248.500000	-1.570000
0.100000	1	66.565407	62.859079	207.501593	3.140000
0.200000	0	54.976643	1.752389	247.000001	-1.570000
0.200000	1	65.438651	61.858466	207.503187	3.140000
0.300000	0	52.886994	1.753583	245.500001	-1.570000
0.300000	1	64.327367	60.857443	207.504781	3.140000
0.400000	0	50.856590	1.754778	244.000002	-1.570000
0.400000	1	63.230820	59.856010	207.506376	3.140000
0.500000	0	48.885226	1.755972	242.500002	-1.570000
0.500000	1	62.148242	58.854168	207.507971	3.140000
0.600000	0	46.972944	1.757167	241.000003	-1.570000
0.600000	1	61.079032	57.851915	207.509568	3.140000
0.700000	0	45.120089	1.758361	239.500003	-1.570000
0.700000	1	60.022773	56.849253	207.511165	3.140000
0.800000	0	43.325671	1.759556	238.000004	-1.570000
0.800000	1	58.978893	55.846182	207.512762	3.140000
0.900000	0	41.586630	1.760750	236.500004	-1.570000
0.900000	1	57.946523	54.842700	207.514360	3.140000
1.000000	0	39.842719	1.761945	235.000005	-1.570000
1.000000	1	56.912658	53.838809	207.515959	3.140000
1.100000	0	38.070409	1.763139	233.500005	-1.570000
1.100000	1	55.872436	52.834508	207.517559	3.140000
1.200000	0	36.279643	1.764334	232.000006	-1.570000
1.200000	1	54.828299	51.829798	207.519159	3.140000
1.300000	0	34.480039	1.765528	230.500006	-1.570000
1.300000	1	53.782596	50.824677	207.520760	3.140000
1.400000	0	32.671806	1.766723	229.000007	-1.570000
1.400000	1	52.735636	49.819147	207.522361	3.140000
1.500000	0	30.855204	1.767917	227.500007	-1.570000
1.500000	1	51.687688	48.813207	207.523963	3.140000
1.600000	0	29.030548	1.769112	226.000008	-1.570000
1.600000	1	50.638945	47.806858	207.525566	3.140000
1.700000	0	27.198213	1.770306	224.500008	-1.570000
1.700000	1	49.589503	46.800099	207.527169	3.140000
1.800000	0	25.358665	1.771501	223.000009	-1.570000
1.800000	1	48.539329	45.792930	207.528773	3.140000
1.900000	0	23.512484	1.772695	221.500009	-1.570000
1.900000	1	47.488253	44.785351	207.530378	3.140000
2.000000	0	21.660421	1.773890	220.000010	-1.570000
2.000000	1	46.435962	43.777362	207.531984	3.140000
2.100000	0	19.803488	1.775084	218.500010	-1.570000
2.100000	1	45.382020	42.768964	207.533590	3.140000
2.200000	0	17.933501	1.776279	217.000010	-1.570000
2.200000	1	44.324279	41.760156	207.535196	3.140000
2.300000	0	16.052677	1.777473	215.500011	-1.570000
2.300000	1	43.262122	40.750939	207.536804	3.140000
2.400000	0	14.173872	1.778668	214.000011	-1.570000
2.400000	1	42.196472	39.741311	207.538412	3.140000
2.500000	0	12.302422	1.779862	212.500012	-1.570000
2.500000	1	41.126742	38.731274	207.540020	3.140000
2.600000	0	10.447541	1.781057	211.000012	-1.570000
2.600000	1	40.052487	37.720827	207.541630	3.140000
2.700000	0	8.626364	1.782251	209.500013	-1.570000
2.700000	1	38.973388	36.709971	207.543239	3.140000
2.800000	0	6.873870	1.783446	208.000013	-1.570000
2.800000	1	37.889237	35.698704	207.544850	3.140000
2.900000	0	5.269756	1.784640	206.500014	-1.570000
2.900000	1	36.799914	34.687028	207.546461	3.140000
3.000000	0	4.010710	1.785835	205.000014	-1.570000
3.000000	1	35.705353	33.674943	207.548073	3.140000
3.100000	0	3.508022	1.787029	203.500015	-1.570000
3.100000	1	34.605495	32.662447	207.549686	3.140000
3.200000	0	4.066915	1.788224	202.000015	-1.570000
3.200000	1	33.500262	31.649542	207.551299	3.140000
3.300000	0	5.375148	1.789418	200.500016	-1.570000
3.300000	1	32.389540	30.636227	207.552913	3.140000
3.400000	0	7.033148	1.790613	199.000016	-1.570000
3.400000	1	31.273116	29.622502	207.554527	3.140000
3.500000	0	8.851821	1.791807	197.500017	-1.570000
3.500000	1	30.150649	28.608368	207.556143	3.140000
3.600000	0	10.754021	1.793002	196.000017	-1.570000
3.600000	1	29.021636	27.593824	207.557758	3.140000
3.700000	0	12.705308	1.794196	194.500018	-1.570000
3.700000	1	27.885392	26.578870	207.559375	3.140000
3.800000	0	14.688223	1.795391	193.000018	-1.570000
3.800000	1	26.741039	25.563506	207.560992	3.140000
3.900000	0	16.692700	1.796585	191.500019	-1.570000
3.900000	1	25.587526	24.547733	207.562610	3.140000
4.000000	0	18.707670	1.797780	190.000019	-1.570000
4.000000	1	24.424902	23.531550	207.564228	3.140000
4.100000	0	20.728247	1.798974	188.500019	-1.570000
4.100000	1	23.252098	22.514957	207.565847	3.140000
4.200000	0	22.754554	1.800169	187.000020	-1.570000
4.200000	1	22.066616	21.497955	207.567467	3.140000
4.300000	0	24.778091	1.801363	185.500020	-1.570000
4.300000	1	20.868750	20.480543	207.569087	3.140000
4.400000	0	26.790594	1.802558	184.000021	-1.570000
4.400000	1	19.659689	19.462721	207.570708	3.140000
4.500000	0	28.788053	1.803752	182.500021	-1.570000
4.500000	1	18.440047	18.444489	207.572330	3.140000
4.600000	0	30.766290	1.804947	181.000022	-1.570000
4.600000	1	17.211547	17.425847	207.573952	3.140000
