iteration                     time                          solutionID                    pena_latg                     pena_spd                      dynamic_obstacle_lethal_cost  pena_max_latg                 pena_a_max                    pena_a_min                    pena_curv_rate                dynamic_obstacle_high_cost    DO1.pos_x                     DO1.acc                       maxDangerOrig                 maxDangerMod                  crashOrig                     crashMod                      fitnessDanger                 fitnessWeightsDist            
0                             4272010                       1c00fc36                      2007.9793040488996            289.4265693336296             1.0139881048612966E8          5.7915059769232835            17.448612262756694            15.383549719292578            11.661328279949872            9563.433933517652             42.40035719687778             0.4909268375188578            12.067258455550881            1.2815995018916801            true                          false                         -10.785658953659201           0.8587396628424558            
0                             4272010                       2ea648c8                      2175.6870251269206            284.37148202156993            1.0389298290208659E8          5.600492138727137             18.52433839606997             27.887659549658245            25.91905420290826             9354.308245486189             58.13670123555043             0.42801175811826586           1.5301905159200628            1.5301905159200628            false                         false                         2000                          0.824768618679742             
0                             4272010                       5c6da8f6                      3837.492423871614             223.7701785292269             1.0291322251222429E8          4.835956304831893             24.73762928200131             28.276451335243955            25.667328970523076            9037.197040891553             35.375806174447206            0.5662779961356627            12.039241442832774            12.053475475079498            true                          true                          3000.014234032247             0.8717219159966648            
0                             4272010                       57cd93fc                      3131.586055672302             292.3430896694592             1.055958192038934E8           4.9058034378775455            17.851354457975233            29.035232654236523            19.12956028834745             9728.63873060745              57.55765946631249             0.8036039730631955            1.3471062303896464            1.5054273122667523            false                         false                         3000.158321081877             0.6046379477675655            
0                             4272010                       588ecd9c                      3167.9148866923138            233.86492442001202            9.890750945705624E7           5.466064843147253             16.984604652183336            28.93774827470785             27.815488174148825            9497.850168174346             58.35881315124764             0.005495221666747652          1.636726885707197             1.5645737495710088            false                         false                         999.9278468638638             0.7134622993393               
0                             4272010                       116a837                       3357.5282562293187            196.5573281854766             1.001834976533086E8           5.48751767953935              21.80003651453216             13.533297688415985            16.830380744016686            10326.109839973236            37.81675009706653             1.3928217865483243            14.74608001890027             14.74608001890027             true                          true                          2000                          0.5720237681316913            
0                             4272010                       6c3d283f                      2714.783646585639             214.20140178838724            1.088870337096717E8           5.554099448966746             14.899342979995469            12.159260445164005            27.281954214343603            9797.028683499237             53.51134117699765             2.67491178344781              20.18563950180246             20.18563950180246             true                          true                          2000                          0.8295672256823479            
0                             4272010                       130c0ef0                      2932.3135122411636            296.970093690976              1.0059715351986663E8          4.654151953434677             19.99596977224414             18.19254379401815             12.287992312731689            9060.92445824894              41.833996179788414            1.0857186989638283            14.126445617642663            14.126445617642663            true                          true                          2000                          0.6814799824513665            
0                             4272010                       31ce0363                      2435.036190078236             306.1705602347108             9.485870529285386E7           4.958996161951087             14.33247203877118             18.142088485306783            16.27619738736422             9865.850660644486             56.59143005393921             0.1249811141349837            1.5004783885048383            1.5004783885048383            false                         false                         2000                          0.594368973308484             
0                             4272010                       78f08f0c                      3827.2639503761875            258.13811287597457            1.0383038356872904E8          5.957065249258864             28.60490301164435             23.854687064111804            23.138234651341186            9919.457893369934             55.4515621883341              1.7595266427451348            1.5813245824209958            17.566622462382448            false                         true                          4015.9852978799613            0.8288067757497243            
